model,technique,video,crime_type,judge,H1,H2,H3,H4,H5,H6,judge_confidence,judge_reasoning,confidence,reasoning,rerun
Gemini,ZERO,Fighting016_x264,Fighting,GPT,0,1,0,0,1,1,high,"The ground truth crime type is Fighting, but the model repeatedly classifies it as a convenience store robbery (H2). It also invents specific store details like cigarettes/lottery tickets/alcohol shelves not stated in the ground truth (H5), and claims there are only two masked/hooded individuals and describes a person behind the counter being confronted, which contradicts the GT involving at least a man with a hat plus women and police (H6).",,,
Gemini,ZERO,Robbery005_x264,Robbery,Claude,0,0,0,0,1,0,medium,"The model mentions 'a hammer or similar tool' and 'a knife or similar object' in chunks 2 and 3, when the ground truth clearly states the man in blue was using a gun. This constitutes fabrication of a specific wrong object. The model does correctly identify a gun in chunk 1, but then contradicts itself with these alternative weapon descriptions in later chunks.",,,
Gemini,ZERO,Robbery005_x264,Robbery,GPT,0,0,0,0,1,0,high,"Ground truth specifies the blue-hooded man repeatedly points a gun, but the model later claims the aggressor is wielding a hammer and possibly a knife—specific objects not supported by the annotation. Other elements (convenience store, blue hoodie threatening red-shirted person, robbery) align with the ground truth.",,,
Gemini,ZERO,Robbery010_x264,Robbery,Claude,0,0,1,0,0,0,high,"The model repeatedly describes the scene as 'a typical day in an office environment' and 'normal day in a reception or office environment,' explicitly stating the scene is non-criminal when the ground truth clearly describes an armed robbery with gunmen threatening people and stealing money.",,,
Gemini,ZERO,Robbery010_x264,Robbery,GPT,1,0,1,0,0,1,high,"GT describes an armed robbery with multiple men entering through a glass door and threatening occupants with guns, while the model repeatedly describes a normal office/reception scene with customers and employees and no crime. The model also introduces roles not in GT (e.g., ""customer,"" ""receptionists,"" and a ""person wearing a jersey"").",,,
Gemini,ZERO,Shooting005_x264,Shooting,Claude,0,0,1,0,0,0,medium,"The model describes the scene as 'mysterious or suspenseful' and frames it as potentially 'the setup for a mystery or thriller' without identifying any criminal activity, while the ground truth clearly describes a shooting-related crime with men running with guns and other criminal behaviors. The model explicitly characterizes the scene as ambiguous/non-criminal rather than identifying the shooting crime.",,,
Gemini,ZERO,Shooting005_x264,Shooting,GPT,1,0,0,0,0,0,high,"The model repeatedly describes a ""dark, narrow alleyway"" with someone ""sitting/standing on the porch"" watching, which contradicts the ground truth focused on multiple men moving in/out of a house, running away with a gun, and using a flashlight. It does not explicitly misclassify the crime type or claim the scene is non-criminal.",,,
Gemini,ZERO,Shooting011_x264,Shooting,Claude,0,1,0,0,0,1,medium,"H2: The model explicitly classifies this as a 'robbery' when the verified crime type is 'Shooting'. H6: The model mentions a 'delivery person' wearing a 'DELIVERY' shirt, which is not mentioned in the ground truth annotations.",,,
Gemini,ZERO,Shooting011_x264,Shooting,GPT,0,0,0,0,1,1,high,"Ground truth describes men with guns robbing a store and police arriving, but the model adds specific elements not supported by the annotation: motorcycle helmets and a person wearing a ""DELIVERY"" shirt/delivery person in the foreground. These are specific entities/actors not present in the ground-truth description.",,,
Gemini,ZERO,Shoplifting004_x264,Shoplifting,Claude,0,0,1,0,0,1,medium,"H3: The model repeatedly describes 'typical scenes of commerce or transaction' and 'official interaction,' explicitly framing the scene as normal/non-criminal despite the ground truth indicating shoplifting. H6: The model mentions 'a police officer in uniform' which is not present in the ground truth annotation, and also mentions 'a man lying down on the floor under the counter' which is a phantom actor not described in the ground truth.",,,
Gemini,ZERO,Shoplifting004_x264,Shoplifting,GPT,0,0,1,0,0,1,high,"The model describes the situation as a ""typical scene of commerce"" and does not indicate any shoplifting, contradicting the GT where the hunchbacked man puts items into his own plastic bag (crime present) (H3). It also invents a ""police officer in uniform"" and a ""third man lying down on the floor under the counter,"" neither of which appear in the ground truth actions/actors (H6).",,,
Gemini,ZERO,Stealing003_x264,Stealing,Claude,1,0,0,0,0,0,medium,"The model describes the scene as a 'used car lot' when the ground truth clearly indicates it is a regular parking lot. Additionally, the model's second chunk states 'the scene remains static with no other notable actions' missing the car theft/driving away and the chase, but this is more omission than explicit misclassification. The 'used car lot' description is a specific wrong setting characterization that contradicts the ground truth parking lot.",,,
Gemini,ZERO,Stealing003_x264,Stealing,GPT,0,0,0,0,0,0,medium,"The model correctly describes a person entering a black car, which aligns with GT, and does not explicitly claim the incident is non-criminal. However, it incorrectly says the black car remains parked and that no other notable events occur, but this is an omission/incompleteness rather than a defined hallucination category under the strict rules.",,,
Gemini,ZERO,Vandalism004_x264,Vandalism,Claude,0,0,1,0,0,0,medium,"One chunk explicitly suggests the car may have been 'stopped by law enforcement at the checkpoint' or 'waiting for instructions,' implying a normal/non-criminal scenario rather than deliberate vandalism. This constitutes H3 as it frames the criminal act as a routine traffic stop. The other chunks do describe a collision but the overall model output contains a chunk that explicitly normalizes the criminal behavior.",,,
Gemini,ZERO,Vandalism004_x264,Vandalism,GPT,0,0,0,0,1,0,medium,"The model repeatedly describes a ""barrier"" with Chinese characters and even suggests it is a DUI checkpoint/traffic stop, while the ground truth specifies the car repeatedly crashes into a fence around a traffic light in the road median. That specific checkpoint/barrier interpretation appears unsupported by the ground truth, indicating likely entity fabrication.",,,
Gemini,ZERO,Vandalism001_x264,Vandalism,Claude,1,1,1,0,1,1,high,"The model completely fails to describe the actual event (a black car repeatedly ramming a traffic light fence). Instead, it fabricates entirely different scenes: a person falling near a pink vehicle, someone lying on the ground, a dog interacting with items, and a person near a flagpole/manhole. These are wholesale scene fabrications with phantom actors (person falling, dog, person at manhole), fabricated objects (pink vehicle, dog, flagpole, manhole cover), and the model never identifies the va",,,
Gemini,ZERO,Vandalism001_x264,Vandalism,GPT,1,0,0,0,1,1,high,"GT shows a black car repeatedly ramming a traffic-light fence in an intersection, but the model describes a residential sidewalk/patio scene with people falling/lying on the ground, a dog, and a flagpole/manhole activity (scene fabrication). It also invents specific entities/actors not in GT (pink vehicle, scattered items/clothing/bags, dog, manhole cover/sparks, multiple people helping).",,,
Claude,LEAST-TO-MOST,Shoplifting004_x264,Shoplifting,Gemini,0,0,0,1,0,0,high,"The model describes the activity as 'what looks like a transaction or paperwork-related activity', which explicitly downplays the criminal severity of the shoplifting event described in the ground truth.",,,
Claude,REACT-CLAUDE,Fighting016_x264,Fighting,Gemini,0,1,0,0,0,0,high,"The model explicitly classifies the primary crime as 'Armed Robbery (or Strong-arm Robbery)' and 'Burglary', which directly contradicts the verified CRIME TYPE of 'Fighting'.",,,
Claude,SEQUENTIAL,Assault001_x264,Assault,Gemini,0,0,0,0,0,0,high,"The model's description of a 'shopping mall or commercial building interior' and 'tiled flooring' is an inference but does not directly contradict the ground truth's mention of a 'flower bed', as such features can coexist. No other specific elements in the model output clearly contradict the ground truth or misclassify the crime.",,,
Claude,SEQUENTIAL,Explosion002_x264,Explosion,Gemini,0,0,1,0,0,0,high,"The model explicitly states that the frames show 'routine fuel delivery operations before any visible emergency situation develops,' directly contradicting the ground truth which describes the refueling gun and black car catching fire within the video.",,,
